uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Droits d'inscription;Fonds de roulement net global;Produits de fonctionnement encaissables;Ressources propres / Produits encaissables;Taxe d'apprentissage;Valorisation;rce;vague;Etablissement;commune;academie;region;code de la commune;code de l'academie;code de la region;source;id - paysage;CAF / Acquisitions d'immobilisations;Capacité d'autofinancement;Charges de fonctionnement décaissables;Charges de personnel;Charges de personnel / Produits encaissables;Charges décaissables / Produits.encaissables;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Formation continue, diplômes propres et VAE;Recettes propres;Ressources propres encaissables;Résultat net comptable;Résultat net comptable hors SIE;Solde budgétaire;Subventions Union Européenne;Subventions de la région;Taux de rémunération des permanents;Trésorerie;Trésorerie en jours de charges décaissables
0650048Z;2019;1094600.0;80794.0;0.0;255253.0;329860.0;-771522.0;2.17225803576491;;;390049.0;621789.0;2618844.0;17794479.0;22.5932661473258;265791.0;352125.0;2011;Vague A;ENI TARBES;Tarbes;Toulouse;Occitanie;65440;A16;R76;Comptes financiers;MHneW;35.313539192399;386542.0;17407937.0;14072344.0;79.0826413068908;97.8277419642351;;54.1582750443088;931971.0;5152629.0;4020354.0;-75796.0;-75796.0;1013656.0;1629366.0;295631.0;85.5541561562994;3390366.0;70.1135212058729
0660437S;2010;4136964.18;0.0;0.0;657477.19;1853583.04;2640127.04;4.37122776498198;8739179.33;43.1598645975759;147967.56;954150.47;12530929.32;20248393.76;40.5268569806793;294509.67;41918.9;;;Université PERPIGNAN;;;;;;;Comptes financiers;n1W55;21.3949981553865;885103.409999999;19964492.73;10642827.99;52.5613444510573;98.5979083903394;2119242.56;225.957885141818;1900032.44;8206037.58;8206037.58;725219.969999999;;;1103213.14;518128.19;;9890802.28;178.351079035906
0660437S;2019;2660016.0;212674.0;1137500.0;3728067.0;3800858.0;-7955832.0;7.09907580902772;;;226747.0;1191368.0;13046027.0;74629489.0;18.7957845993023;362378.0;8293.0;2012;Vague A;Université PERPIGNAN;Perpignan;Montpellier;Occitanie;66136;A11;R76;Comptes financiers;n1W55;199.171884680393;5298004.0;69331485.0;57731851.0;77.3579610065399;92.9009241909723;;67.740792224485;1144266.0;14708748.0;14027198.0;4690973.0;4690973.0;3502824.0;2750219.0;146378.0;84.8343277056869;21001859.0;109.051021191887
0660437S;2021;4532400.0;519288.0;176182.0;2145341.0;6379200.0;37383.0;9.50986894135381;;;105344.0;985791.0;21280303.0;80090252.0;17.1479033428438;162911.0;262308.0;2012;Vague A;Université PERPIGNAN;Perpignan;Montpellier;Occitanie;66136;A11;R76;Comptes financiers;n1W55;168.04514164681;7616478.0;72473774.0;60201677.0;75.167296264719;90.4901310586462;;105.705949299674;1016653.0;14780285.0;13733799.0;6368299.0;6368299.0;4517559.0;1990839.0;1036428.0;84.0660924032752;21242920.0;105.5202561964
0660437S;2022;10000716.0;428174.0;147698.0;1973915.0;10774694.0;-9086063.0;-0.287260326161579;;;320000.0;1185875.0;9053860.0;78227301.0;18.680898884649;167000.0;;2012;Vague A;Université PERPIGNAN;Perpignan;Montpellier;Occitanie;66136;A11;R76;Budget;n1W55;-2.24699911486338;-224716.0;78452017.0;63209026.0;80.8017472058764;100.287260326162;;41.5462817227504;874811.0;21728066.0;14613563.0;-1490298.0;-1490298.0;-2669304.0;1364380.0;4491519.0;;18139923.0;83.2403363192052
0670190T;2012;1028668.14;0.0;0.0;615128.2;195624.5;;12.9184730653155;2329890.2;34.0688000662691;112012.97;609387.57;2491398.49999999;6838779.75;51.5496605955178;529554.39;;2013;Vague C;INSA STRASBOURG;Strasbourg;Strasbourg;Grand Est;67482;A15;R44;Comptes financiers;ab5z5;85.8844447150856;883465.919999999;5815720.83;2923588.92;42.7501546602667;85.0403294535111;1283336.15;154.22051474228;619363.43;3525367.75;3525367.75;26246.9499999998;;;309673.41;436538.02;;3633462.88;224.915651049227
0670190T;2018;2811457.0;203514.0;49080.0;939997.0;190000.0;-2944563.0;8.84158605202112;;;131883.0;695318.0;4597006.0;22692320.0;18.2862704210059;429384.0;0.0;2013;Vague C;INSA STRASBOURG;Strasbourg;Strasbourg;Grand Est;67482;A15;R44;Comptes financiers;ab5z5;71.3637448483118;2006361.0;20685958.0;17531111.0;77.2557014884331;91.1584095412016;;80.0022005265601;1018935.0;5903093.0;4149579.0;1329384.0;1329384.0;905101.0;37654.0;2207328.0;81.6319298472453;7541569.0;131.246753957443
0670190T;2021;8970168.0;267098.0;0.0;750125.0;3923398.0;-5643262.0;9.67146995090699;;;112235.0;763074.0;6972368.0;23518214.0;17.9374930426265;304765.0;0.0;2013;Vague C;INSA STRASBOURG;Strasbourg;Strasbourg;Grand Est;67482;A15;R44;Comptes financiers;ab5z5;25.3569052441381;2274557.0;21243657.0;18139310.0;77.1287734689377;90.328530049093;;118.155385393391;1313569.0;9119482.0;4218578.0;1417976.0;1417976.0;-1666572.0;116987.0;1568231.0;81.8858914095532;12615630.0;213.787428407454
0671451N;2013;993038.62;0.0;0.0;2651819.03;43980.1;;29.9975632;2245652.85;34.95294576;;;5186436.64;6424788.53;44.40257476;;;;;BNU DE STRASBOURG;;;;;;;Comptes financiers;VfvdY;194.0790581;1927280.0;4495993.13;819859.9;12.76088538;69.97885003;850073.29;415.2847072;;2852771.53;2852771.53;1625960.47;;;;0.0;;5517260.64;441.7742138
0671451N;2016;580418.0;;;;;7204.0;4.66364752923099;;;;;2199790.0;4620525.0;20.0973482450587;;;;Vague C;BNU DE STRASBOURG;Strasbourg;Strasbourg;Grand Est;67482;A15;R44;Comptes financiers;VfvdY;37.1258300052721;215485.0;4405039.0;1119173.0;24.2217713355084;95.3363308282068;;179.776932735442;;928603.0;928603.0;;;;;;;2192586.0;179.188188799237
0671451N;2018;123597.0;4458900.0;;275061.0;292839.0;-291910.0;16.0341997958519;;;;;4117126.0;8726017.0;58.0143151222373;;;;Vague C;BNU DE STRASBOURG;Strasbourg;Strasbourg;Grand Est;67482;A15;R44;Comptes financiers;VfvdY;1132.02343098943;1399147.0;7326869.0;1153619.0;13.2204532720942;83.9657887441659;;202.291778384464;;5075442.0;5062339.0;831237.0;831237.0;1257270.0;38642.0;10000.0;;4409036.0;216.634548809321
0673021V;2010;28546600.34;0.0;0.0;15173841.41;10333863.4;;1.6448072459135;63102227.37;15.6078074416546;6103717.36;;53614101.79;404299115.08;21.1312696969656;1683405.68;249995.38;;;Université STRASBOURG;;;;;;;Comptes financiers;4k25D;23.295037100029;6649941.14;397653976.04;311095581.27;76.9468865170389;98.3563805133026;9415269.64;48.5373661709811;9026399.96;85433536.39;85433536.39;1441304.52;;;587842.04;3331621.83;;61697397.8100002;55.8552524302331
0673021V;2014;25691545.43;4099422.25;12895788.74;28112153.06;13299796.19;-60089313.75;3.819542226;57795085.77;13.41875063;3466728.57;;42216089.2;430703925.9;24.26633621;1279200.29;217065.24;2009;Vague C;Université STRASBOURG;Strasbourg;Strasbourg;Grand Est;67482;A15;R44;Comptes financiers;4k25D;64.03242018;16450918.32;414254582.3;330146225.4;76.65270863;96.18082337;18431580.21;36.68708268;9548354.92;104516062.7;104516062.7;7947581.73;;;6441735.73;1704824.05;79.1160899927852;102305403.0;88.90654838
0681166Y;2011;6808413.4;0.0;0.0;5130826.22;2462788.04;;2.45915640413042;12825935.72;14.9422084329518;963390.83;1388120.75;17959103.24;85836948.25;22.4007175371592;3823646.53;359.33;2009;Vague C;Université MULHOUSE - HAUTE ALSACE;Mulhouse;Strasbourg;Grand Est;68224;A15;R44;Comptes financiers;OJZ4a;31.0037696888381;2110864.80999999;83646601.39;63682327.98;74.1898789254778;97.4482470490207;4483074.03999999;77.2927657425769;1585415.18;19228092.32;19228092.32;1886835.45999999;;;178550.05;2616372.4;82.9325446610022;23762310.91;102.268732804997
0681166Y;2016;3235151.0;;;;;-5689264.0;5.69526631659495;;;;;19512678.0;91611133.0;22.6399666948776;;;2009;Vague C;Université MULHOUSE - HAUTE ALSACE;Mulhouse;Strasbourg;Grand Est;68224;A15;R44;Comptes financiers;OJZ4a;161.275254230792;5217498.0;86370228.0;67267182.0;73.4268639598639;94.2791832953316;;81.3308502554839;;20740730.0;20740730.0;3373068.0;3373068.0;1513663.0;;;85.5862878810517;25201942.0;105.044288177635
0681166Y;2017;117244631.0;;;;;-9524055.0;6.74341704254874;;;;;22723795.0;91463526.0;20.3289680741151;;;2009;Vague C;Université MULHOUSE - HAUTE ALSACE;Mulhouse;Strasbourg;Grand Est;68224;A15;R44;Comptes financiers;OJZ4a;5.26059653853147;6167767.0;85333249.0;68511493.0;74.9058078080217;93.2975719742097;;95.866104899;;18593591.0;18593591.0;3573330.0;3573330.0;5646741.0;;;84.8144714521173;32247850.0;136.04575164
0690173N;2012;219729.97;0.0;0.0;66924.77;93651.0;;9.47736199879122;1554378.6;38.395755809492;;906207.0;2988847.16;4048308.38;56.7974201609612;;;;Vague A;Institut d'études politiques LYON;Lyon 7e;Lyon;Auvergne-Rhône-Alpes;69387;A10;R84;Comptes financiers;hfCvd;174.611064662686;383672.84;3664635.54;2035903.45;50.2902264080979;90.5226380012088;646326.99;293.613093541084;191000.58;2299334.72;2299334.72;266459.86;;;202823.4;276890.75;;3327927.18;326.923038245708
0690173N;2013;;0.0;0.0;57090.67;123838.13;;6.678478927;1677918.82;44.30611109;2000.0;26948.0;;3787104.71;54.79290563;;;;Vague A;Institut d'études politiques LYON;Lyon 7e;Lyon;Auvergne-Rhône-Alpes;69387;A10;R84;Comptes financiers;hfCvd;;252920.99;3534183.72;1798432.55;47.48832387;93.32152107;516431.55;;1078536.74;2075064.71;2075064.71;128306.26;;;181438.33;169410.05;;;
0690173N;2018;342884.0;0.0;0.0;144658.0;426590.0;-811290.0;9.21949164032894;;;0.0;1800644.0;1805384.0;4380914.0;61.7656954690277;32719.0;2000.0;;Vague A;Institut d'études politiques LYON;Lyon 7e;Lyon;Auvergne-Rhône-Alpes;69387;A10;R84;Comptes financiers;hfCvd;117.794356108771;403898.0;3977016.0;2163837.0;49.3923642417998;90.7805083596711;;163.423591959399;314305.0;3009143.0;2705902.0;171813.0;171813.0;420487.0;185605.0;102622.0;;2616674.0;236.861667139383
0690187D;2011;2712677.2;0.0;0.0;2522649.41;1385300.01;2443964.96;8.80219712888497;6797391.64;47.4303808423395;121268.18;499907.0;11134819.8;14331303.1;49.905637959747;1211210.66;3357.0;2013;Vague A;Ecole centrale de Lyon;Écully;Lyon;Auvergne-Rhône-Alpes;69081;A10;R84;Comptes financiers;fWJJA;46.5027519676872;1261469.55;12843497.9;5356110.12;37.3735038790715;89.6184932408554;2297255.62;312.106184717794;337444.58;7152128.24;7152128.24;468150.790000002;;;192377.29;624236.14;;8690854.84;243.602464590273
0690187D;2013;5310249.59;1318554.25;890199.82;3867968.71;1152763.82;1827758.16;8.730394906;6616767.37;18.63722675;70365.56;677663.74;10462721.64;35502961.13;30.4047403;1047639.75;7364.0;2013;Vague A;Ecole centrale de Lyon;Écully;Lyon;Auvergne-Rhône-Alpes;69081;A10;R84;Comptes financiers;fWJJA;58.36917187;3099548.71;32381867.63;24469359.52;68.92202436;91.20892061;3719373.75;116.3175587;238724.54;10794583.13;10794583.13;2068655.59;;;650338.73;265962.41;77.9640642005259;8634963.48;95.99776296
0690187D;2014;5898178.09;1678439.69;8609.13;3187568.83;905501.22;813970.27;4.813342153;6228524.06;18.29177218;64300.0;735046.08;8140047.15;34050960.18;27.44025757;1012129.42;86758.0;2013;Vague A;Ecole centrale de Lyon;Écully;Lyon;Auvergne-Rhône-Alpes;69081;A10;R84;Comptes financiers;fWJJA;27.78805921;1638989.22;32339254.56;24854241.95;72.99131014;94.97310616;2421852.77;90.61485844;176386.22;9343671.18;9343671.18;631322.15;;;640073.57;429293.05;76.8342131811398;7326076.88;81.55375604
0690187D;2019;2672972.0;2646945.0;793923.0;3880957.0;1450773.0;-1458907.0;11.2803421608045;;;362222.0;1907518.0;11726267.0;36691520.0;30.0750473133847;731401.0;1245.0;2013;Vague A;Ecole centrale de Lyon;Écully;Lyon;Auvergne-Rhône-Alpes;69081;A10;R84;Comptes financiers;fWJJA;154.843709548772;4138929.0;32631457.0;25482470.0;69.4505705950585;88.9346012375612;;129.367687136986;684688.0;13194426.0;11034992.0;2815609.0;2815609.0;3752617.0;448840.0;285914.0;80.0003500361036;13185174.0;145.462785802056
0690192J;2012;7059612.0;0.0;0.0;17376734.52;1142376.72;;7.37648249246533;29747770.59;50.2604240776429;6752945.25;2979526.1;3862380.44;59187265.4;67.1194678475549;2805489.19;;2021;Vague A;INSA LYON;Villeurbanne;Lyon;Auvergne-Rhône-Alpes;69266;A10;R84;Comptes financiers;8k41p;61.8438841964685;4365938.26999999;54880300.95;20182344.23;34.0991328009555;92.7231568802974;8330799.18999999;25.3361759015645;2227818.09;39726177.57;39726177.57;3991580.25999999;;;348954.48;365632.6;;11623615.58;76.2477890311204
0690192J;2015;11053667.0;0.0;0.0;13844178.06;527797.38;-6011223.0;5.93654765244454;27259258.63;53.53444916;2271796.87;2836677.88;11418699.0;53383872.0;66.1598450558251;1824050.24;;2021;Vague A;INSA LYON;Villeurbanne;Lyon;Auvergne-Rhône-Alpes;69266;A10;R84;Comptes financiers;8k41p;28.6706574388391;3169159.0;48260714.0;17386817.0;32.569419093467;90.4031727035461;6309546.79;85.0;3460585.88;32853913.08;35318687.0;998949.0;;;759006.52;310124.87;;17429922.0;130.0
0690192J;2017;13145400.0;;;;;-1914613.0;7.09863345073219;;;;;18482431.0;54866518.0;66.022873913741;;;2021;Vague A;INSA LYON;Villeurbanne;Lyon;Auvergne-Rhône-Alpes;69266;A10;R84;Comptes financiers;8k41p;29.6284099380772;3894773.0;47474259.0;17391051.0;31.6970196650715;86.5268304432951;;140.15332309;;36224452.0;36224452.0;2761360.0;2761360.0;1739095.0;;;;20397044.0;154.67194211
0690192J;2021;16492113.0;4352282.0;681487.0;18244152.0;9900847.0;-8496091.0;3.64047073085845;;;2637379.0;5961546.0;14390381.0;130911834.0;26.2236506441427;1676888.0;;2021;Vague A;INSA LYON;Villeurbanne;Lyon;Auvergne-Rhône-Alpes;69266;A10;R84;Comptes financiers;8k41p;28.8974917889539;4765807.0;126084832.0;94151732.0;71.9199549217224;96.3127840680927;;41.0877111689374;1340480.0;45703124.0;34329862.0;-61194.0;-582719.0;2105734.0;240351.0;667712.0;83.2669744516603;22886472.0;65.345924559744
0691774D;2014;27799237.26;6218391.5;6657143.25;24533258.18;10822150.58;-12562990.57;7.590525516;52455992.57;14.07802684;2097943.99;6999204.21;50256004.46;372608982.6;22.91079619;2284568.84;321459.23;2009;Vague A;Université LYON 1 - CLAUDE BERNARD;Villeurbanne;Lyon;Auvergne-Rhône-Alpes;69266;A10;R84;Comptes financiers;etBz7;101.7401292;28282979.9;344280875.2;275791217.7;74.01625581;92.39736327;24147831.66;52.55058561;13699886.75;85367684.59;85367684.59;15601914.65;;;4971422.39;4848069.11;81.9335956097996;62818995.03;65.68717532
0691774D;2015;26819815.0;7370481.66;3243546.99;22541626.33;9200385.91;-14814466.0;6.4984504937934;53172392.76;14.38296986;1476087.38;7423103.63;52880025.0;358184109.0;18.8256369575569;1903706.22;315807.51;2009;Vague A;Université LYON 1 - CLAUDE BERNARD;Villeurbanne;Lyon;Auvergne-Rhône-Alpes;69266;A10;R84;Comptes financiers;etBz7;86.7881340717675;23276417.0;334916535.0;278286729.0;77.693767536739;93.5040183482847;20641225.08;57.0;14462298.79;80504736.72;67430440.0;10463908.0;;;6033703.97;4137000.19;82.1435499670887;67694491.0;73.0
0691775E;2014;12008421.58;456289.48;460886.98;1888608.84;3505257.03;-11041538.58;4.681631522;12969386.09;9.759914204;320492.23;4276833.57;19915141.28;132884222.3;16.8707676;699548.45;76646.1;2012;Vague A;Université LYON 2 - LUMIÈRE;Lyon 7e;Lyon;Auvergne-Rhône-Alpes;69387;A10;R84;Comptes financiers;CUBKB;51.80655591;6221149.64;126596384.0;109682460.1;82.5398668;95.26818293;10363741.53;56.63235104;4789231.99;22418588.33;22418588.33;3313914.02;;;1880882.95;1763328.9;79.6307871600862;30956679.86;88.0309879
0691775E;2015;11808971.0;;;;;-9541109.0;6.3922064584248;;;;;25881920.0;131943814.0;9.44178178751146;;;2012;Vague A;Université LYON 2 - LUMIÈRE;Lyon 7e;Lyon;Auvergne-Rhône-Alpes;69387;A10;R84;Comptes financiers;CUBKB;71.4213033464135;8434121.0;123509693.0;108633615.0;82.3332384495115;93.6077935415752;;75.0;;;12457847.0;5326431.0;;;;;80.2921120387023;35423029.0;103.0
0692437Z;2011;1892095.5;0.0;0.0;2653384.66;2883609.34;;6.23811930925353;10560818.56;10.9779195560028;166898.76;4441500.58;19988265.6;96200546.07;20.2279569762946;1589614.44;12520.73;2010;Vague A;Université LYON 3 - JEAN MOULIN;Lyon 8e;Lyon;Auvergne-Rhône-Alpes;69388;A10;R84;Comptes financiers;7Gzub;317.167121849822;6001104.84000001;90122094.64;77141073.84;80.1877712667749;93.6814792864304;7672948.61000001;79.8447444518918;5427622.8;19459405.07;19459405.07;3870030.09000001;;;333.86;1096839.11;69.3589153106603;25765030.23;102.920498240208
0692437Z;2012;2437001.16;0.0;0.0;1307578.9;3404794.23;;7.48619290268639;10632324.51;10.9290665736575;128009.85;4495299.37;25386275.51;97284836.16;19.6474403560326;1362933.21;12009.82;2010;Vague A;Université LYON 3 - JEAN MOULIN;Lyon 8e;Lyon;Auvergne-Rhône-Alpes;69388;A10;R84;Comptes financiers;7Gzub;298.848052251235;7282930.5;89955017.16;77025234.14;79.1749641365691;92.4656099662387;9849381.19;101.595880609357;5671226.28;19113980.16;19113980.16;6329244.86;;;;654356.97;75.8349458910548;31871447.87;127.54954193152
0692437Z;2020;5548951.0;229038.0;478679.0;3350114.0;1977512.0;179364.0;6.78060843407891;;;578.0;3309441.0;23401607.0;117146331.0;21.6963918400483;825723.0;63631.0;2010;Vague A;Université LYON 3 - JEAN MOULIN;Lyon 8e;Lyon;Auvergne-Rhône-Alpes;69388;A10;R84;Comptes financiers;7Gzub;143.148389668606;7943234.0;108701028.0;93222546.0;79.5778623233194;92.7908087876862;;77.5022893067764;10170381.0;21173673.0;25416527.0;6494258.0;6494258.0;1104096.0;49676.0;718900.0;79.8295306456774;23222243.0;76.9082651177871
0694094A;2016;20633828.0;;;;;-36804430.0;3.18661832640035;;;;;6203319.0;34454644.0;96.2064155995923;;;2017;Vague A;Université de Lyon;Lyon 7e;Lyon;Auvergne-Rhône-Alpes;69387;A10;R84;Comptes financiers;iq0rG;5.3210582156641;1097938.0;33356706.0;10060288.0;29.1986415532257;96.8133816735996;;66.9489019689174;;33147578.0;33147578.0;960947.0;960947.0;4354488.0;;;;43007749.0;464.158230731776
0694094A;2020;51396551.0;23721194.0;32254585.0;5168962.0;4068579.0;-17789994.0;-0.960717206563266;;;0.0;0.0;41684533.0;46157079.0;85.3551261335233;0.0;0.0;2017;Vague A;Université de Lyon;Lyon 7e;Lyon;Auvergne-Rhône-Alpes;69387;A10;R84;Comptes financiers;iq0rG;-0.862779683407161;-443439.0;46558119.0;13776126.0;29.8461824241521;100.868859140761;;322.316111610952;30130.0;71475001.0;39397433.0;300417.0;300417.0;-10600525.0;0.0;6231551.0;25.1488388577985;59474527.0;459.873168845159
0694123G;2014;5321813.0;;;;;-6164155.34;3.98174434799804;;;;;14761227.93;120317368.0;13.8819650709115;;;2010;Vague A;Ecole normale supérieure LYON;Lyon 7e;Lyon;Auvergne-Rhône-Alpes;69387;A10;R84;Comptes financiers;kWved;90.0206377037299;4790730.0;115475979.0;92822326.0;77.1479027034568;95.9761511737857;;47.0;;;16702415.0;1488972.0;;;;;84.6046701471233;20925383.27;66.0
0694123G;2015;4398049.0;2075530.68;792519.34;5687072.22;2523871.27;-4997428.0;3.67923164627407;16798120.98;14.04965695;272188.78;603240.2;14888476.0;121923636.0;5.57210744600825;46816.2;227813.53;2010;Vague A;Ecole normale supérieure LYON;Lyon 7e;Lyon;Auvergne-Rhône-Alpes;69387;A10;R84;Comptes financiers;kWved;101.996430690063;4485853.0;117619567.0;93181892.0;76.4264379385799;96.4698649571114;8603693.97;46.0;135967.51;15292789.8;6793716.0;1714353.0;;;2110994.59;816775.48;84.3435765081518;19885904.0;61.0
0694123G;2021;7238596.0;4079802.0;1317736.0;4465588.0;3630389.0;-11226419.0;4.28681498586673;;;978792.0;651561.0;21716042.0;137481324.0;12.7446575943653;15695.0;61274.0;2010;Vague A;Ecole normale supérieure LYON;Lyon 7e;Lyon;Auvergne-Rhône-Alpes;69387;A10;R84;Comptes financiers;kWved;81.4186894806673;5893570.0;131587754.0;99808449.0;72.5978235414724;95.7131850141333;;59.4111145023419;95332.0;19047754.0;17521524.0;2864259.0;2864259.0;4051555.0;3614204.0;137381.0;83.5179809673582;32942461.0;90.124541224406
0720916E;2018;4155006.0;1284889.0;12929.0;1577565.0;4490082.0;-1745998.0;1.55653070335213;;;1459799.0;2073643.0;8265644.0;86753573.0;15.9101354822585;1722922.0;;2011;Vague B;Université LE MANS - MAINE;Le Mans;Nantes;Pays de la Loire;72181;A17;R52;Comptes financiers;9xlel;32.4992551153957;1350346.0;85403226.0;73750415.0;85.0113862169112;98.4434681439576;;34.8421480003577;1396144.0;17570043.0;13802611.0;-506147.0;-506147.0;27234.0;869274.0;2682796.0;81.8115264941632;10011642.0;42.2020489015251
0720916E;2019;4962634.0;2412323.0;342180.0;2351861.0;6533191.0;-2033043.0;2.06087639724726;;;1209249.0;1815447.0;9558113.0;88599297.0;16.7335819831618;863538.0;0.0;2011;Vague B;Université LE MANS - MAINE;Le Mans;Nantes;Pays de la Loire;72181;A17;R52;Comptes financiers;9xlel;36.7934044702873;1825922.0;86773375.0;74662993.0;84.2704124390513;97.9391236027527;;39.6541068040744;2047632.0;19696772.0;14825836.0;183342.0;183342.0;2189136.0;434757.0;1686594.0;82.6920331881937;11591156.0;48.0886695947922
0730858L;2010;3497322.07;0.0;0.0;629240.28;3521805.72;1500532.26;2.45982455477975;15650993.46;46.0558026185934;929937.25;632106.61;9742701.13999999;33982674.43;48.383857644485;1148089.88;22788.21;;;Université CHAMBÉRY - SAVOIE;;;;;;;Comptes financiers;zCa4j;23.9015496219369;835914.170000001;33146760.26;15415851.58;45.3638562549122;97.5401754452202;4345207.46;105.813430419399;3138724.67;16442128.82;16442128.82;;;;1275496.28;2464612.45;;8242168.88000001;89.5164647623395
0730858L;2015;4087615.0;;;;;-10305664.0;2.51654168489542;;;;;7743053.0;102313187.0;17.2250777409563;;;2011;Vague A;Université CHAMBÉRY - SAVOIE;Chambéry;Grenoble;Auvergne-Rhône-Alpes;73065;A08;R84;Comptes financiers;zCa4j;62.9891513755576;2574754.0;99486344.0;83694996.0;81.8027455248755;97.237068766121;;28.0;;;17623526.0;1064704.0;;;;;85.277895836018;18048717.0;65.0
0730858L;2017;9861113.0;;;;;-7274320.0;2.36725046784259;;;;;9734519.0;105478319.0;15.8271710795846;;;2011;Vague A;Université CHAMBÉRY - SAVOIE;Chambéry;Grenoble;Auvergne-Rhône-Alpes;73065;A08;R84;Comptes financiers;zCa4j;25.3210362765339;2496936.0;102784774.0;87891450.0;83.3265554791407;97.4463519844301;;34.094805131;;16694234.0;16694234.0;879457.0;879457.0;-210661.0;;;85.5505465959591;17008839.0;59.572851131
0750736T;2011;3582150.83;0.0;0.0;3392862.99;2194805.04;;5.49013505448766;13862776.77;17.1347477173321;880776.37;;15722334.25;80904469.67;31.2240343000075;2816376.64;1426.56;2011;Vague D;Université Paris Dauphine;Paris 16e;Paris;Île-de-France;75116;A01;R11;Comptes financiers;C6Ps7;123.997141962892;4441764.65000001;76462705.02;61199075.75;75.6436276013228;94.5098649455123;4989066.42000001;74.0235429614938;7920720.53;25261639.36;25261639.36;3111552.15000001;;;381041.03;222515.59;71.4159211779921;16514436.57;77.752901413113
