Année;Organisme;Libellé organisme;Statut regroupé;Statut/Nature de contrat;Type d'emploi;Effectif au 31/12 (en ETPT);Libellé actuel de l'organisme;ROR;UAI;Paysage;Wikidata;SIREN
2019;ONERA;Office national d'études et de recherches aérospatiales;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;10.5;Office national d'études et de recherches aérospatiales;005y2ap84;0922641W;zO154;Q2007769;775722879
2019;Pasteur;Institut Pasteur;Non permanents;Autres CDD, hors chercheurs;;121.76;Institut Pasteur;0495fxg12;0755366A;Sn8Nt;Q391083;775684897
2019;Pasteur;Institut Pasteur;Non permanents;CDD chercheurs;;302.42;Institut Pasteur;0495fxg12;0755366A;Sn8Nt;Q391083;775684897
2019;Pasteur;Institut Pasteur;Non permanents;CDD doctorants, contrats doctoraux;;142.93;Institut Pasteur;0495fxg12;0755366A;Sn8Nt;Q391083;775684897
2019;Pasteur;Institut Pasteur;Permanents;CDI;;1510.24;Institut Pasteur;0495fxg12;0755366A;Sn8Nt;Q391083;775684897
2020;CEA;Commissariat à l'énergie atomique et aux énergies alternatives;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;0.0;Commissariat à l'énergie atomique et aux énergies alternatives;00jjx8s55;0912281K;zYXK8;Q868550;775685019
2020;CEA;Commissariat à l'énergie atomique et aux énergies alternatives;Permanents;CDI;Emplois sous plafond;11248.94;Commissariat à l'énergie atomique et aux énergies alternatives;00jjx8s55;0912281K;zYXK8;Q868550;775685019
2020;CEA;Commissariat à l'énergie atomique et aux énergies alternatives;Non permanents;Contrats de professionnalisation, diplômes de recherche et d’innovation;Emplois hors plafond;0.0;Commissariat à l'énergie atomique et aux énergies alternatives;00jjx8s55;0912281K;zYXK8;Q868550;775685019
2020;CEA;Commissariat à l'énergie atomique et aux énergies alternatives;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Commissariat à l'énergie atomique et aux énergies alternatives;00jjx8s55;0912281K;zYXK8;Q868550;775685019
2020;CIRAD;Centre de coopération internationale en recherche agronomique pour le développement;Non permanents;CDD handicap;Emplois hors plafond;0.0;Centre de coopération internationale en recherche agronomique pour le développement;05kpkpg04;"0755516N;0342214X";7dd3j;Q2945274;331596270
2020;CIRAD;Centre de coopération internationale en recherche agronomique pour le développement;Non permanents;Contrats de professionnalisation, diplômes de recherche et d’innovation;Emplois hors plafond;3.0;Centre de coopération internationale en recherche agronomique pour le développement;05kpkpg04;"0755516N;0342214X";7dd3j;Q2945274;331596270
2020;CIRAD;Centre de coopération internationale en recherche agronomique pour le développement;Non permanents;Stagiaires rémunérés;Emplois hors plafond;109.0;Centre de coopération internationale en recherche agronomique pour le développement;05kpkpg04;"0755516N;0342214X";7dd3j;Q2945274;331596270
2020;CNES;Centre national d'études spatiales;Non permanents;Apprentis;Emplois sous plafond;0.0;Centre national d'études spatiales;04h1h0y33;0752743Z;CvdQn;Q48756;775665912
2020;CNES;Centre national d'études spatiales;Non permanents;CDD chercheurs;Emplois hors plafond;0.0;Centre national d'études spatiales;04h1h0y33;0752743Z;CvdQn;Q48756;775665912
2020;CNES;Centre national d'études spatiales;Non permanents;CDD handicap;Emplois hors plafond;0.0;Centre national d'études spatiales;04h1h0y33;0752743Z;CvdQn;Q48756;775665912
2020;CNES;Centre national d'études spatiales;Non permanents;Contrats de professionnalisation, diplômes de recherche et d’innovation;Emplois hors plafond;6.44;Centre national d'études spatiales;04h1h0y33;0752743Z;CvdQn;Q48756;775665912
2020;CNES;Centre national d'études spatiales;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;0.0;Centre national d'études spatiales;04h1h0y33;0752743Z;CvdQn;Q48756;775665912
2020;CNES;Centre national d'études spatiales;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Centre national d'études spatiales;04h1h0y33;0752743Z;CvdQn;Q48756;775665912
2020;Curie;Institut Curie;Non permanents;CDD handicap;;0.0;Institut Curie;04t0gwh46;0753172R;etRot;Q2451973;784257164
2020;Curie;Institut Curie;Non permanents;Volontaires civils ou militaires;;0.0;Institut Curie;04t0gwh46;0753172R;etRot;Q2451973;784257164
2020;IFPEN;IFP Energies nouvelles;Non permanents;CDD handicap;Emplois sous plafond;0.0;IFP Energies nouvelles;03gcbhc33;0922642X;7053Q;Q84026;775729155
2020;IFPEN;IFP Energies nouvelles;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;0.0;IFP Energies nouvelles;03gcbhc33;0922642X;7053Q;Q84026;775729155
2020;Ifremer;Institut français de recherche pour l'exploitation de la mer;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;25.06;Institut français de recherche pour l'exploitation de la mer;044jxhp58;0922262J;F6Zt5;Q1657069;330715368
2020;Ifremer;Institut français de recherche pour l'exploitation de la mer;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;20.0;Institut français de recherche pour l'exploitation de la mer;044jxhp58;0922262J;F6Zt5;Q1657069;330715368
2020;Ifremer;Institut français de recherche pour l'exploitation de la mer;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;71.35;Institut français de recherche pour l'exploitation de la mer;044jxhp58;0922262J;F6Zt5;Q1657069;330715368
2020;Ifremer;Institut français de recherche pour l'exploitation de la mer;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut français de recherche pour l'exploitation de la mer;044jxhp58;0922262J;F6Zt5;Q1657069;330715368
2020;Ifremer;Institut français de recherche pour l'exploitation de la mer;Permanents;CDI;Emplois hors plafond;0.0;Institut français de recherche pour l'exploitation de la mer;044jxhp58;0922262J;F6Zt5;Q1657069;330715368
2020;Ifremer;Institut français de recherche pour l'exploitation de la mer;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut français de recherche pour l'exploitation de la mer;044jxhp58;0922262J;F6Zt5;Q1657069;330715368
2020;ONERA;Office national d'études et de recherches aérospatiales;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;131.25;Office national d'études et de recherches aérospatiales;005y2ap84;0922641W;zO154;Q2007769;775722879
2020;ONERA;Office national d'études et de recherches aérospatiales;Permanents;CDI;Emplois sous plafond;1572.61;Office national d'études et de recherches aérospatiales;005y2ap84;0922641W;zO154;Q2007769;775722879
2020;ONERA;Office national d'études et de recherches aérospatiales;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Office national d'études et de recherches aérospatiales;005y2ap84;0922641W;zO154;Q2007769;775722879
2020;ONERA;Office national d'études et de recherches aérospatiales;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Office national d'études et de recherches aérospatiales;005y2ap84;0922641W;zO154;Q2007769;775722879
2020;Pasteur;Institut Pasteur;Permanents;CDI;;1531.42;Institut Pasteur;0495fxg12;0755366A;Sn8Nt;Q391083;775684897
2020;Pasteur;Institut Pasteur;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;;15.99;Institut Pasteur;0495fxg12;0755366A;Sn8Nt;Q391083;775684897
2014;CNRS;Centre national de la recherche scientifique;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;589.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;CNRS;Centre national de la recherche scientifique;Non permanents;CDD handicap;Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;CNRS;Centre national de la recherche scientifique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;CNRS;Centre national de la recherche scientifique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;66.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;CNRS;Centre national de la recherche scientifique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;CNRS;Centre national de la recherche scientifique;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;CNRS;Centre national de la recherche scientifique;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;24109.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;CNRS;Centre national de la recherche scientifique;Non permanents;Vacataires;Emplois hors plafond;97.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;CNRS;Centre national de la recherche scientifique;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;CNRS;Centre national de la recherche scientifique;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;INED;Institut national d'études démographiques;Non permanents;CDD chercheurs;Emplois sous plafond;3.9;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2014;INED;Institut national d'études démographiques;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;9.25;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2014;INED;Institut national d'études démographiques;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2014;INED;Institut national d'études démographiques;Permanents;CDI;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2014;INED;Institut national d'études démographiques;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2014;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;5.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2014;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2014;INED;Institut national d'études démographiques;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2014;INRA;Institut national de la recherche agronomique;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;246.55525;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2014;INRA;Institut national de la recherche agronomique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2014;INRA;Institut national de la recherche agronomique;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2014;INRA;Institut national de la recherche agronomique;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Apprentis;Emplois sous plafond;9.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;334.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;1294.79;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;357.3;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD chercheurs;Emplois hors plafond;358.4;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;27.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;27.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;4941.3;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;IRD;Institut de recherche pour le développement;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;370.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Permanents;CDI;Emplois sous plafond;13.57;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;9.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Non permanents;Vacataires;Emplois sous plafond;0.43;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Apprentis;Emplois hors plafond;3.76;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;191.34;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;CDD handicap;Emplois sous plafond;1.42;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;CNRS;Centre national de la recherche scientifique;Non permanents;CDD chercheurs;Emplois hors plafond;2180.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;299.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;INED;Institut national d'études démographiques;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INRA;Institut national de la recherche agronomique;Non permanents;Apprentis;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2015;INRA;Institut national de la recherche agronomique;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;1019.06575;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2015;INRA;Institut national de la recherche agronomique;Non permanents;CDD chercheurs;Emplois sous plafond;58.4579166667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2015;INRA;Institut national de la recherche agronomique;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;289.88175;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2015;INRA;Institut national de la recherche agronomique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2015;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Apprentis;Emplois sous plafond;11.3999802202;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;315.486884904;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD chercheurs;Emplois sous plafond;63.0748225314;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;338.456610844;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;1173.32167755;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Apprentis;Emplois hors plafond;3.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD chercheurs;Emplois sous plafond;133.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD handicap;Emplois sous plafond;10.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;IRD;Institut de recherche pour le développement;Non permanents;Apprentis;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRD;Institut de recherche pour le développement;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;13.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRD;Institut de recherche pour le développement;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;165.48;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;71.12;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Permanents;CDI;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Vacataires;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2016;CNRS;Centre national de la recherche scientifique;Non permanents;Apprentis;Emplois hors plafond;4.025;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;CNRS;Centre national de la recherche scientifique;Non permanents;Apprentis;Emplois sous plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;CNRS;Centre national de la recherche scientifique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;CNRS;Centre national de la recherche scientifique;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;CNRS;Centre national de la recherche scientifique;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;INED;Institut national d'études démographiques;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;22.56;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Non permanents;CDD handicap;Emplois sous plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;3.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Non permanents;Stagiaires rémunérés;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INRA;Institut national de la recherche agronomique;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;975.306;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Non permanents;CDD chercheurs;Emplois hors plafond;84.2834166667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Non permanents;Vacataires;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD chercheurs;Emplois hors plafond;131.611202052;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
