"Rentrée";"Personnel";"etablissement_type";"Catégorie";"Corps";"code_corps";"Filière";"Sexe";"Effectif"
2016;"contractuels";"Université";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";11
2016;"contractuels";"Université";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";2
2016;"contractuels";"Université";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";1
2016;"contractuels";"Université";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";1
2016;"contractuels";"Université";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";78
2016;"contractuels";"Université";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";7
2016;"contractuels";"Université";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";3068
2016;"contractuels";"Université";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";2061
2016;"contractuels";"Université";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";916
2016;"contractuels";"Université";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";1110
2016;"contractuels";"Université";"A";"Médecins de l'éducation nationale";"MEN";"Sociale et de santé";"Femme";198
2016;"contractuels";"Université";"A";"Médecins de l'éducation nationale";"MEN";"Sociale et de santé";"Homme";72
2016;"contractuels";"Université";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Femme";96
2016;"contractuels";"Université";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Homme";17
2016;"contractuels";"Université";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";39
2016;"contractuels";"Université";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";1
2016;"contractuels";"Université";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";128
2016;"contractuels";"Université";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";26
2016;"contractuels";"Université";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";303
2016;"contractuels";"Université";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";57
2016;"contractuels";"Université";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";2988
2016;"contractuels";"Université";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";1323
2016;"contractuels";"Université";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";1467
2016;"contractuels";"Université";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";307
2016;"contractuels";"Université";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";8809
2016;"contractuels";"Université";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";3951
2016;"contractuels";"Université";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";11
2016;"contractuels";"Université";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";16
2016;"contractuels";"Université";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";316
2016;"contractuels";"Université";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";174
2016;"contractuels";NA;"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";0
2016;"contractuels";NA;"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";1
2016;"titulaires";"Autre établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";23
2016;"titulaires";"Autre établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";21
2016;"titulaires";"Autre établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";20
2016;"titulaires";"Autre établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";12
2016;"titulaires";"Autre établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";4
2016;"titulaires";"Autre établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";1
2016;"titulaires";"Autre établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";13
2016;"titulaires";"Autre établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";10
2016;"titulaires";"Autre établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";1
2016;"titulaires";"Autre établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";3
2016;"titulaires";"Autre établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";74
2016;"titulaires";"Autre établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";89
2016;"titulaires";"Autre établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";21
2016;"titulaires";"Autre établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";30
2016;"titulaires";"Autre établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";21
2016;"titulaires";"Autre établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";6
2016;"titulaires";"Autre établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";30
2016;"titulaires";"Autre établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";2
2016;"titulaires";"Autre établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";74
2016;"titulaires";"Autre établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";53
2016;"titulaires";"Autre établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";51
2016;"titulaires";"Autre établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";1
2016;"titulaires";"Autre établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";95
2016;"titulaires";"Autre établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";59
2016;"titulaires";"Autre établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";2
2016;"titulaires";"Autre établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";8
2016;"titulaires";"Autre établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";5
2016;"titulaires";"Autre établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";7
2016;"titulaires";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2016;"titulaires";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";1
2016;"titulaires";"Bibliothèque";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";0
2016;"titulaires";"Bibliothèque";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";2
2016;"titulaires";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";15
2016;"titulaires";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";2
2016;"titulaires";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";14
2016;"titulaires";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";13
2016;"titulaires";"Bibliothèque";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";1
2016;"titulaires";"Bibliothèque";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";4
2016;"titulaires";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";0
2016;"titulaires";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";1
2016;"titulaires";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";16
2016;"titulaires";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";8
2016;"titulaires";"Bibliothèque";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";2
2016;"titulaires";"Bibliothèque";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";0
2016;"titulaires";"Bibliothèque";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";5
2016;"titulaires";"Bibliothèque";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";7
2016;"titulaires";"Bibliothèque";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";7
2016;"titulaires";"Bibliothèque";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";3
2016;"titulaires";"Bibliothèque";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2016;"titulaires";"Bibliothèque";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";3
2016;"titulaires";"Bibliothèque";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";26
2016;"titulaires";"Bibliothèque";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";12
2016;"titulaires";"École";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";165
2016;"titulaires";"École";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";178
2016;"titulaires";"École";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";73
2016;"titulaires";"École";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";30
2016;"titulaires";"École";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";11
2016;"titulaires";"École";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";2
2016;"titulaires";"École";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";19
2016;"titulaires";"École";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";4
2016;"titulaires";"École";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";1
2016;"titulaires";"École";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";0
2016;"titulaires";"École";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";12
2016;"titulaires";"École";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";1
2016;"titulaires";"École";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";278
2016;"titulaires";"École";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";349
2016;"titulaires";"École";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";72
2016;"titulaires";"École";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";159
2016;"titulaires";"École";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";45
2016;"titulaires";"École";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";11
2016;"titulaires";"École";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";174
2016;"titulaires";"École";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";24
2016;"titulaires";"École";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";451
2016;"titulaires";"École";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";433
2016;"titulaires";"École";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";180
2016;"titulaires";"École";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";19
2016;"titulaires";"École";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";592
2016;"titulaires";"École";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";461
2016;"titulaires";"École";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";1
2016;"titulaires";"École";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";2
2016;"titulaires";"École";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";28
2016;"titulaires";"École";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";20
2016;"titulaires";"Grand établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";210
2016;"titulaires";"Grand établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";203
2016;"titulaires";"Grand établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";92
2016;"titulaires";"Grand établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";38
2016;"titulaires";"Grand établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";39
2016;"titulaires";"Grand établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";18
2016;"titulaires";"Grand établissement";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Femme";1
2016;"titulaires";"Grand établissement";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Homme";0
2016;"titulaires";"Grand établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";51
2016;"titulaires";"Grand établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";20
2016;"titulaires";"Grand établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";6
2016;"titulaires";"Grand établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";5
2016;"titulaires";"Grand établissement";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";14
2016;"titulaires";"Grand établissement";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";1
2016;"titulaires";"Grand établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";513
2016;"titulaires";"Grand établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";468
2016;"titulaires";"Grand établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";135
2016;"titulaires";"Grand établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";281
2016;"titulaires";"Grand établissement";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";6
2016;"titulaires";"Grand établissement";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";0
2016;"titulaires";"Grand établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";71
2016;"titulaires";"Grand établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";17
2016;"titulaires";"Grand établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";227
2016;"titulaires";"Grand établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";53
2016;"titulaires";"Grand établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";577
2016;"titulaires";"Grand établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";588
2016;"titulaires";"Grand établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";529
2016;"titulaires";"Grand établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";61
2016;"titulaires";"Grand établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";843
2016;"titulaires";"Grand établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";776
2016;"titulaires";"Grand établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";14
2016;"titulaires";"Grand établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";11
2016;"titulaires";"Grand établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";64
2016;"titulaires";"Grand établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";38
2016;"titulaires";"Université";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";1454
2016;"titulaires";"Université";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";1447
2016;"titulaires";"Université";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";939
2016;"titulaires";"Université";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";444
2016;"titulaires";"Université";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";329
2016;"titulaires";"Université";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";101
2016;"titulaires";"Université";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Femme";14
2016;"titulaires";"Université";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Homme";0
2016;"titulaires";"Université";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";425
2016;"titulaires";"Université";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";180
2016;"titulaires";"Université";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";36
2016;"titulaires";"Université";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";24
2016;"titulaires";"Université";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";249
2016;"titulaires";"Université";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";7
2016;"titulaires";"Université";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";3172
2016;"titulaires";"Université";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";2795
2016;"titulaires";"Université";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";667
2016;"titulaires";"Université";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";1072
2016;"titulaires";"Université";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";72
2016;"titulaires";"Université";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";0
2016;"titulaires";"Université";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";947
2016;"titulaires";"Université";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";281
2016;"titulaires";"Université";"B";"Infirmiers catégorie B";"INF - B";"Sociale et de santé";"Femme";2
2016;"titulaires";"Université";"B";"Infirmiers catégorie B";"INF - B";"Sociale et de santé";"Homme";1
2016;"titulaires";"Université";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";2212
2016;"titulaires";"Université";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";365
2016;"titulaires";"Université";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";4896
2016;"titulaires";"Université";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";3555
2016;"titulaires";"Université";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";4963
2016;"titulaires";"Université";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";537
2016;"titulaires";"Université";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";8340
2016;"titulaires";"Université";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";4920
2016;"titulaires";"Université";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";33
2016;"titulaires";"Université";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";37
2016;"titulaires";"Université";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";947
2016;"titulaires";"Université";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";576
2016;"titulaires";NA;"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2016;"titulaires";NA;"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";0
2016;"titulaires";NA;"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2016;"titulaires";NA;"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";0
2017;"contractuels";"Autre établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";124
2017;"contractuels";"Autre établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";55
2017;"contractuels";"Autre établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";41
2017;"contractuels";"Autre établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";21
2017;"contractuels";"Autre établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";3
2017;"contractuels";"Autre établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";3
2017;"contractuels";"Autre établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";2
2017;"contractuels";"Autre établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";0
2017;"contractuels";"Autre établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";212
2017;"contractuels";"Autre établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";123
2017;"contractuels";"Autre établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";50
2017;"contractuels";"Autre établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";49
2017;"contractuels";"Autre établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";3
2017;"contractuels";"Autre établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";3
2017;"contractuels";"Autre établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";26
2017;"contractuels";"Autre établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";6
2017;"contractuels";"Autre établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";126
2017;"contractuels";"Autre établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";28
2017;"contractuels";"Autre établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";41
2017;"contractuels";"Autre établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";3
2017;"contractuels";"Autre établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";143
2017;"contractuels";"Autre établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";52
2017;"contractuels";"Autre établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";2
2017;"contractuels";"Autre établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";3
2017;"contractuels";"Autre établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";6
2017;"contractuels";"Autre établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";1
2017;"contractuels";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";2
2017;"contractuels";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";1
2017;"contractuels";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";13
2017;"contractuels";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";5
2017;"contractuels";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";0
2017;"contractuels";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";1
2017;"contractuels";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2017;"contractuels";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";0
2017;"contractuels";"Bibliothèque";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2017;"contractuels";"Bibliothèque";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";3
2017;"contractuels";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";18
2017;"contractuels";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";11
2017;"contractuels";"Bibliothèque";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";0
