"Rentrée";"Personnel";"etablissement_type";"Catégorie";"Corps";"code_corps";"Filière";"Sexe";"Effectif"
2018;"contractuels";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";2
2018;"contractuels";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";2
2018;"contractuels";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";8
2018;"contractuels";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";4
2018;"contractuels";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";0
2018;"contractuels";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";1
2018;"contractuels";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2018;"contractuels";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";0
2018;"contractuels";"Bibliothèque";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2018;"contractuels";"Bibliothèque";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";3
2018;"contractuels";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";21
2018;"contractuels";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";11
2018;"contractuels";"Bibliothèque";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";1
2018;"contractuels";"Bibliothèque";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";1
2018;"contractuels";"Bibliothèque";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";2
2018;"contractuels";"Bibliothèque";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";4
2018;"contractuels";"Bibliothèque";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";0
2018;"contractuels";"Bibliothèque";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";4
2018;"contractuels";"Bibliothèque";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";24
2018;"contractuels";"Bibliothèque";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";9
2018;"contractuels";"École";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";203
2018;"contractuels";"École";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";131
2018;"contractuels";"École";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";38
2018;"contractuels";"École";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";23
2018;"contractuels";"École";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";3
2018;"contractuels";"École";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";1
2018;"contractuels";"École";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Femme";1
2018;"contractuels";"École";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Homme";0
2018;"contractuels";"École";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";0
2018;"contractuels";"École";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";1
2018;"contractuels";"École";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";8
2018;"contractuels";"École";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";0
2018;"contractuels";"École";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";300
2018;"contractuels";"École";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";323
2018;"contractuels";"École";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";164
2018;"contractuels";"École";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";257
2018;"contractuels";"École";"A";"Médecins de l'éducation nationale";"MEN";"Sociale et de santé";"Femme";2
2018;"contractuels";"École";"A";"Médecins de l'éducation nationale";"MEN";"Sociale et de santé";"Homme";1
2018;"contractuels";"École";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Femme";5
2018;"contractuels";"École";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Homme";1
2018;"contractuels";"École";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";3
2018;"contractuels";"École";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";0
2018;"contractuels";"École";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";10
2018;"contractuels";"École";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";1
2018;"contractuels";"École";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";125
2018;"contractuels";"École";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";6
2018;"contractuels";"École";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";316
2018;"contractuels";"École";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";132
2018;"contractuels";"École";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";84
2018;"contractuels";"École";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";5
2018;"contractuels";"École";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";357
2018;"contractuels";"École";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";202
2018;"contractuels";"École";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";1
2018;"contractuels";"École";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";0
2018;"contractuels";"Grand établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";391
2018;"contractuels";"Grand établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";239
2018;"contractuels";"Grand établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";69
2018;"contractuels";"Grand établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";12
2018;"contractuels";"Grand établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";9
2018;"contractuels";"Grand établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";2
2018;"contractuels";"Grand établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";2
2018;"contractuels";"Grand établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";0
2018;"contractuels";"Grand établissement";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";0
2018;"contractuels";"Grand établissement";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";1
2018;"contractuels";"Grand établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";615
2018;"contractuels";"Grand établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";461
2018;"contractuels";"Grand établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";132
2018;"contractuels";"Grand établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";211
2018;"contractuels";"Grand établissement";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Femme";14
2018;"contractuels";"Grand établissement";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Homme";3
2018;"contractuels";"Grand établissement";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";5
2018;"contractuels";"Grand établissement";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";0
2018;"contractuels";"Grand établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";3
2018;"contractuels";"Grand établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";4
2018;"contractuels";"Grand établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";111
2018;"contractuels";"Grand établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";13
2018;"contractuels";"Grand établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";656
2018;"contractuels";"Grand établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";292
2018;"contractuels";"Grand établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";46
2018;"contractuels";"Grand établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";6
2018;"contractuels";"Grand établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";747
2018;"contractuels";"Grand établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";517
2018;"contractuels";"Grand établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";2
2018;"contractuels";"Grand établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";3
2018;"contractuels";"Université";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";1464
2018;"contractuels";"Université";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";836
2018;"contractuels";"Université";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";112
2018;"contractuels";"Université";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";34
2018;"contractuels";"Université";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";45
2018;"contractuels";"Université";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";22
2018;"contractuels";"Université";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Femme";6
2018;"contractuels";"Université";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Homme";0
2018;"contractuels";"Université";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";13
2018;"contractuels";"Université";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";7
2018;"contractuels";"Université";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";0
2018;"contractuels";"Université";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";2
2018;"contractuels";"Université";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";100
2018;"contractuels";"Université";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";9
2018;"contractuels";"Université";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";3704
2018;"contractuels";"Université";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";2449
2018;"contractuels";"Université";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";1071
2018;"contractuels";"Université";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";1086
2018;"contractuels";"Université";"A";"Médecins de l'éducation nationale";"MEN";"Sociale et de santé";"Femme";168
2018;"contractuels";"Université";"A";"Médecins de l'éducation nationale";"MEN";"Sociale et de santé";"Homme";46
2018;"contractuels";"Université";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Femme";117
2018;"contractuels";"Université";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Homme";27
2018;"contractuels";"Université";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";37
2018;"contractuels";"Université";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";2
2018;"contractuels";"Université";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";134
2018;"contractuels";"Université";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";46
2018;"contractuels";"Université";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";270
2018;"contractuels";"Université";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";38
2018;"contractuels";"Université";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";3181
2018;"contractuels";"Université";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";1379
2018;"contractuels";"Université";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";1138
2018;"contractuels";"Université";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";205
2018;"contractuels";"Université";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";6833
2018;"contractuels";"Université";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";2896
2018;"contractuels";"Université";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";2
2018;"contractuels";"Université";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";1
2018;"contractuels";"Université";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";304
2018;"contractuels";"Université";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";99
2018;"contractuels";NA;"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";0
2018;"contractuels";NA;"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";1
2018;"titulaires";"Autre établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";43
2018;"titulaires";"Autre établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";23
2018;"titulaires";"Autre établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";23
2018;"titulaires";"Autre établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";7
2018;"titulaires";"Autre établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";11
2018;"titulaires";"Autre établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";6
2018;"titulaires";"Autre établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";30
2018;"titulaires";"Autre établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";14
2018;"titulaires";"Autre établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";1
2018;"titulaires";"Autre établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";4
2018;"titulaires";"Autre établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";109
2018;"titulaires";"Autre établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";114
2018;"titulaires";"Autre établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";27
2018;"titulaires";"Autre établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";40
2018;"titulaires";"Autre établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";58
2018;"titulaires";"Autre établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";11
2018;"titulaires";"Autre établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";29
2018;"titulaires";"Autre établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";4
2018;"titulaires";"Autre établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";89
2018;"titulaires";"Autre établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";57
2018;"titulaires";"Autre établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";37
2018;"titulaires";"Autre établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";1
2018;"titulaires";"Autre établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";96
2018;"titulaires";"Autre établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";54
2018;"titulaires";"Autre établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";1
2018;"titulaires";"Autre établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";3
2018;"titulaires";"Autre établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";37
2018;"titulaires";"Autre établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";20
2018;"titulaires";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2018;"titulaires";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";3
2018;"titulaires";"Bibliothèque";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";0
2018;"titulaires";"Bibliothèque";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";2
2018;"titulaires";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";12
2018;"titulaires";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";3
2018;"titulaires";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";15
2018;"titulaires";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";13
2018;"titulaires";"Bibliothèque";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";1
2018;"titulaires";"Bibliothèque";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";4
2018;"titulaires";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";0
2018;"titulaires";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";1
2018;"titulaires";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";18
2018;"titulaires";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";8
2018;"titulaires";"Bibliothèque";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";2
2018;"titulaires";"Bibliothèque";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";0
2018;"titulaires";"Bibliothèque";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";5
2018;"titulaires";"Bibliothèque";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";8
2018;"titulaires";"Bibliothèque";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";7
2018;"titulaires";"Bibliothèque";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";3
2018;"titulaires";"Bibliothèque";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2018;"titulaires";"Bibliothèque";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";3
2018;"titulaires";"Bibliothèque";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";25
2018;"titulaires";"Bibliothèque";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";10
2018;"titulaires";"École";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";171
2018;"titulaires";"École";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";197
2018;"titulaires";"École";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";66
2018;"titulaires";"École";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";33
2018;"titulaires";"École";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";8
2018;"titulaires";"École";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";4
2018;"titulaires";"École";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";21
2018;"titulaires";"École";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";2
2018;"titulaires";"École";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";10
2018;"titulaires";"École";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";1
2018;"titulaires";"École";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";284
2018;"titulaires";"École";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";350
2018;"titulaires";"École";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";65
2018;"titulaires";"École";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";160
2018;"titulaires";"École";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";42
2018;"titulaires";"École";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";12
2018;"titulaires";"École";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";146
2018;"titulaires";"École";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";21
2018;"titulaires";"École";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";488
2018;"titulaires";"École";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";420
2018;"titulaires";"École";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";150
2018;"titulaires";"École";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";18
2018;"titulaires";"École";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";575
2018;"titulaires";"École";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";424
2018;"titulaires";"École";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";0
2018;"titulaires";"École";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";2
2018;"titulaires";"École";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";25
2018;"titulaires";"École";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";15
2018;"titulaires";"Grand établissement";"A";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";6
2018;"titulaires";"Grand établissement";"A";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";0
2018;"titulaires";"Grand établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";220
2018;"titulaires";"Grand établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";222
2018;"titulaires";"Grand établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";87
2018;"titulaires";"Grand établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";41
2018;"titulaires";"Grand établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";30
2018;"titulaires";"Grand établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";9
2018;"titulaires";"Grand établissement";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Femme";1
2018;"titulaires";"Grand établissement";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Homme";0
2018;"titulaires";"Grand établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";50
2018;"titulaires";"Grand établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";21
2018;"titulaires";"Grand établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";7
2018;"titulaires";"Grand établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";6
2018;"titulaires";"Grand établissement";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";14
2018;"titulaires";"Grand établissement";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";1
2018;"titulaires";"Grand établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";530
2018;"titulaires";"Grand établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";475
2018;"titulaires";"Grand établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";129
2018;"titulaires";"Grand établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";263
2018;"titulaires";"Grand établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";82
2018;"titulaires";"Grand établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";16
2018;"titulaires";"Grand établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";215
2018;"titulaires";"Grand établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";43
2018;"titulaires";"Grand établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";651
